VALUE,NVC_NAME,LFRDB,LFLIFEFORM,NVC_CLASS,NVC_SUBCLASS,NVC_FORMATION,NVC_DIVISION,CLASS,SUBCLASS,FORMATION,DIVISION_CODE,DIVISION,MACROGROUP_CODE,MACROGROUP,Group_Code,GROUP,R,G,B,RED,GREEN,BLUE
6328,Laurentian-Acadian Riverscour Vegetation,6328,Sparse,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M881,Northern & Central Riverscour Vegetation,G792,Laurentian-Acadian Riverscour Vegetation,255,148,71,1,0.580392,0.278431
6329,Great Lakes Rocky Shore Vegetation,6329,Sparse,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M060,Eastern North American Coastal Beach,G793,Great Lakes Rocky Shore Vegetation,255,153,0,1,0.6,0
6330,Northern Rocky Mountain Lowland & Foothill Riparian Forest,6330,Tree,1,1.B,1.B.3,1.B.3.Nc,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D195,1.B.3.Nc Rocky Mountain & Great Basin Montane Flooded & Swamp Forest,M034,Rocky Mountain & Great Basin Montane Riparian Forest,G796,Northern Rocky Mountain Lowland & Foothill Riparian Forest,73,171,186,0.286275,0.670588,0.729412
6331,Interior West Riparian Forest & Woodland,6331,Tree,1,1.B,1.B.3,1.B.3.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D013,1.B.3.Nd Interior Lowland West Flooded & Swamp Forest,M036,Southwest Riparian Forest,G797,Warm Southwest Riparian Forest & Woodland,81,180,141,0.317647,0.705882,0.552941
6332,Texas Live Oak-Wax Mallow Motte & Coastal Forest,6332,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M885,Southeastern Coastal Plain Evergreen Oak & Mixed Hardwood Forest,G799,Texas Live Oak-Wax Mallow Motte & Coastal Forest,145,255,115,0.568627,1,0.45098
6333,Southern Vancouverian Dry Douglas-fir-Madrone Woodland,6333,Tree,1,1.B,1.B.2,1.B.2.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D192,1.B.2.Nd Vancouverian Cool Temperate Forest,M886,Southern Vancouverian Dry Foothill Forest,G800,Southern Vancouverian Dry Douglas-fir-Madrone Woodland,0,130,0,0,0.509804,0
6334,Caribbean Wet Montane Serpentine Forest & Scrub,0,Tree,1,1.A,1.A.3,1.A.3.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D228,1.A.3.Eg Caribbeo-Mesoamerican Montane Humid Forest,M598,Caribbean Montane Humid Forest,G447,Caribbean Wet Montane Serpentine Forest & Scrub,0,222,0,0,0.870588,0
6336,Caribbean Evergreen Lowland Rainforest,6336,Tree,1,1.A,1.A.2,1.A.2.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D091,1.A.2.Eg Caribbeo-Mesoamerican Lowland Humid Forest,M281,Caribbean Lowland Humid Forest,G456,Caribbean Evergreen Lowland Rainforest,156,128,92,0.611765,0.501961,0.360784
6337,Caribbean Flooded Forest,6337,Tree,1,1.A,1.A.4,1.A.4.Ed,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.4 Tropical Flooded & Swamp Forest,D093,1.A.4.Ed Caribbean & Central American Flooded & Swamp Forest,M618,Caribbean Floodplain Forest,G459,Caribbean Flooded Forest,156,128,92,0.611765,0.501961,0.360784
6338,Caribbean Freshwater Marsh,6338,Herb,2,2.C,2.C.3,2.C.3.Ef,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,"2.C.3 Tropical Freshwater Marsh, Wet Meadow & Shrubland",D262,"2.C.3.Ef Caribbeo-Mesoamerican Freshwater Marsh, Wet Meadow & Shrubland",M710,"Caribbean Freshwater Marsh, Wet Meadow & Shrubland",G470,Caribbean Freshwater Marsh,112,82,57,0.439216,0.321569,0.223529
6339,Caribbean Karstic Dry Scrub,6339,Shrub,2,2.A,2.A.1,2.A.1.Ea,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland","2.A.1 Tropical Lowland Grassland, Savanna & Shrubland",D094,"2.A.1.Ea Caribbeo-Mesoamerican Lowland Shrubland, Grassland & Savanna",M671,Caribbean Dry Scrub,G479,Caribbean Karstic Dry Scrub,145,255,115,0.568627,1,0.45098
6340,Caribbean Semi-deciduous Lowland Forest,6340,Tree,1,1.A,1.A.1,1.A.1.Ea,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D099,1.A.1.Ea Caribbeo-Mesoamerican Dry Forest,M134,Caribbean Coastal Lowland Dry Forest,G000,Caribbean Semi-deciduous Lowland Forest,180,255,148,0.705882,1,0.580392
6341,Caribbean Montane Cloud Forest,6341,Tree,1,1.A,1.A.3,1.A.3.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D228,1.A.3.Eg Caribbeo-Mesoamerican Montane Humid Forest,M598,Caribbean Montane Humid Forest,G451,Caribbean Montane Cloud Forest & Scrub,174,245,224,0.682353,0.960784,0.878431
6342,Caribbean Montane Rocky Riverine Forest,6342,Tree,1,1.A,1.A.3,1.A.3.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D228,1.A.3.Eg Caribbeo-Mesoamerican Montane Humid Forest,M598,Caribbean Montane Humid Forest,G449,Caribbean Montane Rocky Riverine Scrub,156,128,92,0.611765,0.501961,0.360784
6343,Caribbean Seasonal Evergreen Lowland Rainforest,6343,Tree,1,1.A,1.A.2,1.A.2.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D091,1.A.2.Eg Caribbeo-Mesoamerican Lowland Humid Forest,M281,Caribbean Lowland Humid Forest,G455,Caribbean Seasonal Evergreen Lowland Rainforest,0,222,0,0,0.870588,0
6344,Caribbean Serpentine Dry Scrub,6344,Shrub,2,2.A,2.A.1,2.A.1.Ea,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland","2.A.1 Tropical Lowland Grassland, Savanna & Shrubland",D094,"2.A.1.Ea Caribbeo-Mesoamerican Lowland Shrubland, Grassland & Savanna",M671,Caribbean Dry Scrub,G463,Caribbean Serpentine Dry Scrub,145,255,115,0.568627,1,0.45098
6345,Caribbean Wet Montane Forest,6345,Tree,1,1.A,1.A.3,1.A.3.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D228,1.A.3.Eg Caribbeo-Mesoamerican Montane Humid Forest,M598,Caribbean Montane Humid Forest,G448,Caribbean Wet Montane Forest,156,128,92,0.611765,0.501961,0.360784
6346,Caribbean Wet Montane Serpentine Forest & Scrub,6346,Tree,1,1.A,1.A.3,1.A.3.Eg,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D228,1.A.3.Eg Caribbeo-Mesoamerican Montane Humid Forest,M598,Caribbean Montane Humid Forest,G447,Caribbean Wet Montane Serpentine Forest & Scrub,0,222,0,0,0.870588,0
6347,East Caribbean Karstic Forest,6347,Tree,1,1.A,1.A.1,1.A.1.Ea,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D099,1.A.1.Ea Caribbeo-Mesoamerican Dry Forest,M294,Caribbean Dry Limestone Forest,G478,East Caribbean Karstic Forest,174,245,224,0.682353,0.960784,0.878431
6348,West Caribbean Karstic Forest,6348,Tree,1,1.A,1.A.1,1.A.1.Ea,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D099,1.A.1.Ea Caribbeo-Mesoamerican Dry Forest,M294,Caribbean Dry Limestone Forest,G477,West Caribbean Karstic Forest,96,255,71,0.376471,1,0.278431
6349,Hawaiian Alpine Bedrock & Scree,6349,Sparse,4,4.A,4.A.1,4.A.1.Od,"4 Polar & High Montane Scrub, Grassland & Barrens",4.A Tropical High Montane Scrub & Grassland,4.A.1 Tropical High Montane Scrub & Grassland,D082,4.A.1.Od Polynesian High Montane Scrub & Grassland,M251,Hawaiian High Montane Scrub & Grassland,G442,Hawaiian Alpine Bedrock & Scree,100,100,100,0.392157,0.392157,0.392157
6350,Hawaiian Alpine Dwarf-Shrubland,6350,Shrub,4,4.A,4.A.1,4.A.1.Od,"4 Polar & High Montane Scrub, Grassland & Barrens",4.A Tropical High Montane Scrub & Grassland,4.A.1 Tropical High Montane Scrub & Grassland,D082,4.A.1.Od Polynesian High Montane Scrub & Grassland,M251,Hawaiian High Montane Scrub & Grassland,G435,Hawaiian Alpine Dwarf-Shrubland,150,58,12,0.588235,0.227451,0.047059
6351,Hawaiian Bog,6351,Herb,2,2.C,2.C.1,2.C.1.Oa,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.1 Tropical Bog & Fen,D017,2.C.1.Oa Polynesian Bog & Fen,M238,Hawaiian Bog & Fen,G426,Hawaiian Bog,255,114,48,1,0.447059,0.188235
6352,Hawaiian Dry Cliff,6352,Sparse,6,6.A,6.A.1,6.A.1.Oa,6 Open Rock Vegetation,6.A Tropical Open Rock Vegetation,"6.A.1 Tropical Cliff, Scree & Other Rock Vegetation",D086,"6.A.1.Oa Polynesian Cliff, Scree & Rock Vegetation",M265,"Hawaiian Cliff, Scree & Rock Vegetation",G439,Hawaiian Dry Cliff,100,100,100,0.392157,0.392157,0.392157
6353,Hawaiian Scrub & Herb Coastal Strand,6353,Shrub,2,2.A,2.A.3,2.A.3.Ob,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland",2.A.3 Tropical Scrub & Herb Coastal Vegetation,D078,2.A.3.Ob Polynesian Scrub & Herb Coastal Vegetation,M231,Hawaiian Scrub & Herb Coastal Vegetation,G421,Hawaiian Dry Scrub & Herb Coastal Strand,150,58,12,0.588235,0.227451,0.047059
6354,Hawaiian Dry-Site Lava Flow,6354,Sparse,6,6.A,6.A.1,6.A.1.Oa,6 Open Rock Vegetation,6.A Tropical Open Rock Vegetation,"6.A.1 Tropical Cliff, Scree & Other Rock Vegetation",D086,"6.A.1.Oa Polynesian Cliff, Scree & Rock Vegetation",M265,"Hawaiian Cliff, Scree & Rock Vegetation",G440,Hawaiian Dry-Site Lava Flow,100,100,100,0.392157,0.392157,0.392157
6356,Shortleaf Pine-Oak Forest-Deciduous Modifier,6055,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak-Hickory-Pine Forest & Woodland,G012,Shortleaf Pine-Oak Forest,116,214,190,0.454902,0.839216,0.745098
6357,Shortleaf Pine-Oak Forest-Mixed Modifier,6055,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak-Hickory-Pine Forest & Woodland,G012,Shortleaf Pine-Oak Forest,116,214,190,0.454902,0.839216,0.745098
6358,Hawaiian Lowland-Coastal Seasonal Rainforest,6358,Tree,1,1.A,1.A.2,1.A.2.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D066,1.A.2.Oa Polynesian Lowland Rainforest,M187,Hawaiian Lowland Rainforest,G388,Hawaiian Lowland-Coastal Seasonal Rainforest,0,92,0,0,0.360784,0
6359,Hawaiian Lowland Dry Forest & Woodland,6359,Tree,1,1.A,1.A.1,1.A.1.Oc,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D072,1.A.1.Oc Polynesian Dry Forest,M210,Hawaiian Dry Forest,G405,Hawaiian Lowland Dry Forest & Woodland,186,163,119,0.729412,0.639216,0.466667
6360,Hawaiian Lowland Dry Shrubland,6360,Shrub,2,2.A,2.A.1,2.A.1.Ol,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland","2.A.1 Tropical Lowland Grassland, Savanna & Shrubland",D074,"2.A.1.Ol Polynesian Lowland Shrubland, Grassland & Savanna",M217,"Hawaiian Lowland Shrubland, Grassland & Savanna",G410,Hawaiian Lowland Dry Shrubland & Grassland,156,128,92,0.611765,0.501961,0.360784
6361,Hawaiian Lowland Mesic-Wet Shrubland,6361,Shrub,2,2.A,2.A.1,2.A.1.Ol,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland","2.A.1 Tropical Lowland Grassland, Savanna & Shrubland",D074,"2.A.1.Ol Polynesian Lowland Shrubland, Grassland & Savanna",M217,"Hawaiian Lowland Shrubland, Grassland & Savanna",G411,Hawaiian Lowland Mesic-Wet Shrubland & Grassland,150,58,12,0.588235,0.227451,0.047059
6362,Hawaiian Lowland Rainforest,6362,Tree,1,1.A,1.A.2,1.A.2.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D066,1.A.2.Oa Polynesian Lowland Rainforest,M187,Hawaiian Lowland Rainforest,G389,Hawaiian Lowland Rainforest,192,255,138,0.752941,1,0.541176
6363,Hawaiian Montane Rainforest & Cloud Forest,6363,Tree,1,1.A,1.A.3,1.A.3.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D068,1.A.3.Oa Polynesian Montane & Cloud Forest,M194,Hawaiian Montane & Cloud Forest,G393,Hawaiian Montane Rainforest & Cloud Forest,192,255,138,0.752941,1,0.541176
6364,Hawaiian Montane-Subalpine Dry Forest & Woodland,6364,Tree,1,1.A,1.A.1,1.A.1.Oc,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D072,1.A.1.Oc Polynesian Dry Forest,M210,Hawaiian Dry Forest,G406,Hawaiian Montane-Subalpine Dry Forest & Woodland,186,163,119,0.729412,0.639216,0.466667
6365,Hawaiian Montane-Subalpine Dry Shrubland,6365,Shrub,2,2.A,2.A.2,2.A.2.Oh,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland",2.A.2 Tropical Montane Grassland & Shrubland,D076,"2.A.2.Oh Polynesian Montane Shrubland, Grassland & Savanna",M224,"Hawaiian Montane Shrubland, Grassland & Savanna",G416,Hawaiian Montane-Subalpine Dry Shrubland & Grassland,156,128,92,0.611765,0.501961,0.360784
6366,Hawaiian Montane-Subalpine Mesic Forest,6366,Tree,1,1.A,1.A.3,1.A.3.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D068,1.A.3.Oa Polynesian Montane & Cloud Forest,M194,Hawaiian Montane & Cloud Forest,G625,Hawaiian Montane-Subalpine Mesic Forest,0,92,0,0,0.360784,0
6367,Hawaiian Montane-Subalpine Mesic-Wet Shrubland,6367,Shrub,2,2.A,2.A.2,2.A.2.Oh,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland",2.A.2 Tropical Montane Grassland & Shrubland,D076,"2.A.2.Oh Polynesian Montane Shrubland, Grassland & Savanna",M224,"Hawaiian Montane Shrubland, Grassland & Savanna",G417,Hawaiian Montane-Subalpine Mesic-Wet Shrubland & Grassland,255,114,48,1,0.447059,0.188235
6369,Hawaiian Riparian & Floodplain Forest,6369,Tree,1,1.A,1.A.4,1.A.4.Ob,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.4 Tropical Flooded & Swamp Forest,D003,1.A.4.Ob Polynesian Flooded & Swamp Forest,M201,Hawaiian Flooded & Swamp Forest,G398,Hawaiian Riparian & Floodplain Forest & Shrubland,255,105,46,1,0.411765,0.180392
6372,Polynesian Coastal Salt Marsh,6372,Herb,2,2.C,2.C.5,2.C.5.Wf,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.5 Salt Marsh,D038,2.C.5.Wf Tropical Indo-Pacific Coastal Salt Marsh,M085,West Pacific Salt Marsh,G431,Polynesian Coastal Salt Marsh,255,153,10,1,0.6,0.039216
6376,Hawaiian Freshwater Marsh,6376,Herb,2,2.C,2.C.3,2.C.3.Ob,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,"2.C.3 Tropical Freshwater Marsh, Wet Meadow & Shrubland",D019,2.C.3.Ob Polynesian & Eastern Melanesian Freshwater Marsh,M042,Polynesian Freshwater Marsh,G428,Hawaiian Freshwater Marsh,255,153,0,1,0.6,0
6388,Cascadian Oregon White Oak Forest & Woodland,6087,Tree,1,1.B,1.B.2,1.B.2.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D192,1.B.2.Nd Vancouverian Cool Temperate Forest,M886,Southern Vancouverian Dry Foothill Forest,G206,Cascadian Oregon White Oak-Conifer Forest & Woodland,203,255,171,0.796078,1,0.670588
6389,Cascadian Oregon White Oak-Conifer Forest & Woodland,6087,Tree,1,1.B,1.B.2,1.B.2.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D192,1.B.2.Nd Vancouverian Cool Temperate Forest,M886,Southern Vancouverian Dry Foothill Forest,G206,Cascadian Oregon White Oak-Conifer Forest & Woodland,203,255,171,0.796078,1,0.670588
6402,Caribbean Hardwood Hammock & Coastal Strand Shrubland,6002,Shrub,1,1.A,1.A.1,1.A.1.Ea,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D099,1.A.1.Ea Caribbeo-Mesoamerican Dry Forest,M134,Caribbean Coastal Lowland Dry Forest,G765,Caribbean Hardwood Hammock & Coastal Strand Forest,60,113,126,0.235294,0.443137,0.494118
6406,Dry-Mesic Loamy Longleaf Pine Grassland,6006,Herb,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M007,Longleaf Pine Woodland,G009,Dry-Mesic Loamy Longleaf Pine Woodland,116,214,204,0.454902,0.839216,0.8
6412,Western Gulf Coastal Plain Pine-Oak Forest & Woodland-Deciduous Modifier,6011,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak-Hickory-Pine Forest & Woodland,G013,Western Gulf Plain Pine-Oak Forest & Woodland,85,187,194,0.333333,0.733333,0.760784
6413,Western Gulf Coastal Plain Pine-Oak Forest & Woodland-Mixed Modifier,6011,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak-Hickory-Pine Forest & Woodland,G013,Western Gulf Plain Pine-Oak Forest & Woodland,85,187,194,0.333333,0.733333,0.760784
6414,Oak-Sweetgum Floodplain Herbaceous,6113,Herb,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak-Sweetgum Floodplain Forest,145,255,115,0.568627,1,0.45098
6415,Oak-Sweetgum Floodplain Shrubland,6113,Shrub,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak-Sweetgum Floodplain Forest,145,255,115,0.568627,1,0.45098
6427,Southern Plains Oak-Juniper Scrub Shrubland,6427,Shrub,2,2.B,2.B2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M158,Southern Plains Scrub Woodland Shrubland & Open Vegetation,G191,Southern Plains Oak-Juniper Scrub Woodland & Shrubland,121,255,94,0.47451,1,0.368627
6429,North Atlantic Maritime Scrub Shrubland,6029,Shrub,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G495,North Atlantic Maritime Scrub Forest,145,255,115,0.568627,1,0.45098
6432,Pitch Pine Barrens Shrubland,6032,Shrub,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G161,Pitch Pine Barrens,121,255,94,0.47451,1,0.368627
6437,North-Central Oak Savanna & Barrens Herb,6037,Herb,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M012,Central Midwest Oak Forest Woodland & Savanna,G181,Central Midwest Oak Openings & Barrens,85,187,194,0.333333,0.733333,0.760784
6438,Eastern Great Plains Tallgrass Aspen Parkland Shrub,6038,Shrub,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Northern Great Plains Woodland,G146,Northern Great Plains Tallgrass Aspen Parkland,192,255,138,0.752941,1,0.541176
6450,Laurentian & Acadian Pine-Oak Forest & Woodland-Evergreen Modifier,6049,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M159,Laurentian & Acadian Pine-Oak Forest & Woodland,G025,Laurentian & Acadian Pine-Oak Forest & Woodland,255,148,71,1,0.580392,0.278431
6451,Laurentian & Acadian Pine-Oak Forest & Woodland-Deciduous Modifier,6049,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M159,Laurentian & Acadian Pine-Oak Forest & Woodland,G025,Laurentian & Acadian Pine-Oak Forest & Woodland,255,148,71,1,0.580392,0.278431
6452,Laurentian & Acadian Limestone Shrubland,6052,Shrub,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M159,Laurentian & Acadian Pine-Oak Forest & Woodland,G655,Laurentian & Acadian Limestone Woodland,255,148,71,1,0.580392,0.278431
6457,South-Central Interior Oak Barrens Grassland,6457,Herb,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak-Hickory-Pine Forest & Woodland,G651,South-Central Interior Oak Savanna & Barrens,85,187,194,0.333333,0.733333,0.760784
6480,Columbia Plateau Western Juniper Shrubland,6080,Shrub,1,1.B,1.B.2,1.B.2.Nc,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D010,1.B.2.Nc Western North American Cool Temperate Woodland & Scrub,M026,Intermountain Singleleaf Pinyon-Utah Juniper-Western Juniper Woodland,G248,Columbia Plateau Western Juniper Woodland & Savanna,108,255,82,0.423529,1,0.321569
6482,Intermountain Basins Curl-leaf Mountain-mahogany Woodland,6082,Tree,1,1.B,1.B.2,1.B.2.Nc,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D010,1.B.2.Nc Western North American Cool Temperate Woodland & Scrub,M026,Intermountain Singleleaf Pinyon-Utah Juniper-Western Juniper Woodland,G249,Intermountain Basins Curl-leaf Mountain-mahogany Scrub & Woodland,155,235,216,0.607843,0.921569,0.847059
6501,Silver Maple-Green Ash-Black Ash Floodplain Shrubland,6101,Shrub,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M504,Northern Flooded & Swamp Forest,G653,Silver Maple-Green Ash-Black Ash Floodplain Forest,91,195,199,0.356863,0.764706,0.780392
6502,Silver Maple-Green Ash-Sycamore Floodplain Shrubland,6102,Shrub,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M029,Central & Appalachian Floodplain Forest,G652,Silver Maple-Green Ash-Sycamore Floodplain Forest,0,92,0,0,0.360784,0
6503,Silver Maple-Sugarberry-Sweetgum Floodplain Shrubland,6103,Shrub,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M029,Central & Appalachian Floodplain Forest,G673,Silver Maple-Sugarberry-Sweetgum Floodplain Forest,0,92,0,0,0.360784,0
6504,Northern Atlantic Coastal Hardwood & Conifer Swamp Shrubland,6104,Shrub,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M504,Northern Flooded & Swamp Forest,G039,Northern Atlantic Coastal Hardwood & Conifer Swamp,0,92,0,0,0.360784,0
6505,Northern Atlantic Coastal Hardwood & Conifer Swamp Herbaceous,6104,Herb,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M504,Northern Flooded & Swamp Forest,G039,Northern Atlantic Coastal Hardwood & Conifer Swamp,0,92,0,0,0.360784,0
